geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT1G07250,AT1G07250.1,1,HS,canonical_fallback,,protein_coding,1.0,1.1558764646391422,1850,479,True,False,False,True,pass
AT5G17920,AT5G17920.1,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,12.0,1.1555669663148678,3149,765,True,False,False,True,pass
AT1G27385,AT1G27385.4,1,NS,rmats_SE_overlap_2candidates,SE,protein_coding,8.0,1.1550875958553044,765,254,True,False,False,True,pass
AT1G26770,AT1G26770.2,1,HS,canonical_fallback,,protein_coding,3.0,1.153642647865778,805,259,True,False,False,True,pass
AT2G47910,AT2G47910.1,1,HS,canonical_fallback,,protein_coding,2.0,1.1525919004256604,1035,246,True,False,False,True,pass
AT2G35230,AT2G35230.1,1,HS,canonical_fallback,,protein_coding,1.0,1.1518798647878905,2175,402,True,False,False,True,pass
AT3G21230,AT3G21230.4,1,NS,rmats_RI_overlap,RI,protein_coding,4.0,1.1506596082908789,2053,446,True,False,False,True,pass
AT2G17790,AT2G17790.1,1,HS,canonical_fallback,,protein_coding,21.0,1.1503950763585629,2817,787,True,False,False,True,pass
AT5G19480,AT5G19480.3,1,both,rmats_RI_overlap_2candidates,RI,protein_coding,5.0,1.1503453207251846,1645,207,True,False,False,True,pass
AT5G06140,AT5G06140.1,1,HS,canonical_fallback,,protein_coding,10.0,1.149674749940332,1577,402,True,False,False,True,pass
AT4G01480,AT4G01480.1,1,NS,canonical_fallback,,protein_coding,9.0,1.149386522601097,1097,216,True,False,False,True,pass
AT4G32285,AT4G32285.2,1,HS,rmats_RI_overlap,RI,protein_coding,1.0,1.1491666728373606,2647,635,True,False,False,True,pass
AT4G14160,AT4G14160.1,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,12.0,1.1485050616550037,2770,773,True,False,False,True,pass
AT4G14000,AT4G14000.1,1,NS,canonical_fallback,,protein_coding,8.0,1.1474533221289642,2185,290,True,False,False,True,pass
AT4G30100,AT4G30100.1,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,8.0,1.1460732508687257,5193,1311,True,False,False,True,pass
AT1G28380,AT1G28380.1,1,HS,canonical_fallback,,protein_coding,7.0,1.1450583848149865,2347,612,True,False,False,True,pass
AT4G25550,AT4G25550.1,1,HS,canonical_fallback,,protein_coding,7.0,1.1446343606818834,1155,200,True,False,False,True,pass
AT1G49430,AT1G49430.1,1,HS,canonical_fallback,,protein_coding,19.0,1.1436105576712985,2508,665,True,False,False,True,pass
AT2G35820,AT2G35820.2,1,NS,canonical_fallback,,protein_coding,3.0,1.1424174597822794,1249,282,True,False,False,True,pass
AT1G69530,AT1G69530.3,1,NS,rmats_A3SS_overlap_5candidates,A3SS,protein_coding,4.0,1.1420389627937366,1322,275,True,False,False,True,pass
AT1G20200,AT1G20200.1,1,HS,canonical_fallback,,protein_coding,9.0,1.1409299170595877,1932,488,True,False,False,True,pass
AT2G45540,AT2G45540.2,1,HS,rmats_A5SS_overlap_6candidates,A5SS,protein_coding,32.0,1.1405825623404402,9625,3001,True,False,False,True,pass
AT2G06050,AT2G06050.1,1,HS,canonical_fallback,,protein_coding,5.0,1.1393401777685075,1563,391,True,False,False,True,pass
AT3G01440,AT3G01440.1,1,NS,canonical_fallback,,protein_coding,3.0,1.1389471357113066,988,220,True,False,False,True,pass
AT3G26618,AT3G26618.1,1,HS,canonical_fallback,,protein_coding,2.0,1.1384424376149471,2055,435,True,False,False,True,pass
AT5G46110,AT5G46110.4,1,HS,rmats_A5SS_overlap_4candidates,A5SS,protein_coding,12.0,1.1383577527556523,2037,415,True,False,False,True,pass
AT4G34200,AT4G34200.1,1,HS,canonical_fallback,,protein_coding,4.0,1.1382531228026556,2227,603,True,False,False,True,pass
AT4G00430,AT4G00430.2,1,HS,rmats_RI_overlap,RI,protein_coding,3.0,1.1379760712889235,1378,219,True,False,False,True,pass
AT4G32590,AT4G32590.5,1,HS,rmats_RI_overlap_2candidates,RI,protein_coding,5.0,1.137616320952054,950,127,True,False,False,True,pass
AT5G22790,AT5G22790.1,1,HS,canonical_fallback,,protein_coding,7.0,1.136407314926397,2565,433,True,False,False,True,pass
AT1G21370,AT1G21370.1,1,NS,canonical_fallback,,protein_coding,3.0,1.1361049758883848,1712,342,True,False,False,True,pass
AT1G28570,AT1G28570.1,1,NS,rmats_SE_overlap,SE,protein_coding,5.0,1.1352207408013433,1578,389,True,False,False,True,pass
AT1G80770,AT1G80770.6,1,HS,rmats_SE_overlap_5candidates,SE,protein_coding,12.0,1.1351335131672031,1778,482,True,False,False,True,pass
AT5G23330,AT5G23330.1,1,HS,canonical_fallback,,protein_coding,5.0,1.1346211581747698,1278,354,True,False,False,True,pass
AT3G44620,AT3G44620.2,1,HS,rmats_RI_overlap,RI,protein_coding,4.0,1.1343714341947622,1229,262,True,False,False,True,pass
AT3G11510,AT3G11510.1,1,HS,canonical_fallback,,protein_coding,6.0,1.1334113097841845,857,150,True,False,False,True,pass
AT1G69010,AT1G69010.1,1,NS,rmats_A5SS_overlap,A5SS,protein_coding,7.0,1.1327703507978475,1777,311,True,False,False,True,pass
AT5G60210,AT5G60210.5,1,HS,rmats_RI_overlap_2candidates,RI,protein_coding,4.0,1.1325377435667154,2798,588,True,False,False,True,pass
AT3G54540,AT3G54540.1,1,HS,canonical_fallback,,protein_coding,2.0,1.132411526769941,2659,723,True,False,False,True,pass
AT3G54900,AT3G54900.1,1,HS,canonical_fallback,,protein_coding,1.0,1.1323480302435702,1108,173,True,False,False,True,pass
AT5G23200,AT5G23200.1,1,NS,canonical_fallback,,protein_coding,4.0,1.1322626069078483,1631,399,True,False,False,True,pass
AT5G58240,AT5G58240.1,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,5.0,1.131808362030639,818,180,True,False,False,True,pass
AT5G59210,AT5G59210.1,1,NS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,14.0,1.131743556721298,1711,434,True,False,False,True,pass
AT4G24800,AT4G24800.3,1,HS,rmats_A5SS_overlap_4candidates,A5SS,protein_coding,4.0,1.1314997508364613,2883,702,True,False,False,True,pass
AT5G47710,AT5G47710.1,1,HS,canonical_fallback,,protein_coding,4.0,1.131089047790949,1035,166,True,False,False,True,pass
AT3G08670,AT3G08670.1,1,HS,canonical_fallback,,protein_coding,5.0,1.130176333765582,2507,567,True,False,False,True,pass
AT1G73840,AT1G73840.1,1,NS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,7.0,1.12986665124894,1531,388,True,False,False,True,pass
AT1G23800,AT1G23800.2,1,HS,rmats_RI_overlap,RI,protein_coding,10.0,1.1298484425848083,1966,408,True,False,False,True,pass
AT2G44760,AT2G44760.1,1,HS,canonical_fallback,,protein_coding,5.0,1.1294422816862286,1734,500,True,False,False,True,pass
AT1G29400,AT1G29400.3,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,12.0,1.127159326836711,3272,800,True,False,False,True,pass
AT1G32220,AT1G32220.1,1,HS,canonical_fallback,,protein_coding,7.0,1.1251800483561598,1452,296,True,False,False,True,pass
AT5G64940,AT5G64940.1,1,HS,canonical_fallback,,protein_coding,20.0,1.1248038656350394,2855,761,True,False,False,True,pass
AT1G53280,AT1G53280.1,1,NS,canonical_fallback,,protein_coding,8.0,1.1246540111910612,1537,438,True,False,False,True,pass
AT2G33800,AT2G33800.1,1,HS,canonical_fallback,,protein_coding,2.0,1.1242307631702555,1309,303,True,False,False,True,pass
AT4G39690,AT4G39690.1,1,HS,canonical_fallback,,protein_coding,12.0,1.1231417058158586,2578,650,True,False,False,True,pass
AT1G01300,AT1G01300.1,1,NS,canonical_fallback,,protein_coding,1.0,1.1222144555837947,2062,485,True,False,False,True,pass
AT5G54750,AT5G54750.2,1,HS,rmats_SE_overlap_2candidates,SE,protein_coding,6.0,1.1212318294140404,965,199,True,False,False,True,pass
AT3G46510,AT3G46510.1,1,HS,canonical_fallback,,protein_coding,4.0,1.120743270712031,2716,660,True,False,False,True,pass
AT2G45220,AT2G45220.1,1,HS,canonical_fallback,,protein_coding,2.0,1.120483005247692,1968,511,True,False,False,True,pass
AT1G73230,AT1G73230.1,1,HS,canonical_fallback,,protein_coding,6.0,1.1198512750406018,909,165,True,False,False,True,pass
AT2G32500,AT2G32500.1,1,HS,rmats_RI_overlap,RI,protein_coding,8.0,1.1192758221667352,1153,221,True,False,False,True,pass
AT5G19690,AT5G19690.1,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,23.0,1.1177191594270397,3110,779,True,False,False,True,pass
AT2G23610,AT2G23610.1,1,NS,rmats_SE_overlap,SE,protein_coding,3.0,1.1175357557345715,1602,263,True,False,False,True,pass
AT1G04530,AT1G04530.1,1,HS,canonical_fallback,,protein_coding,5.0,1.1170150872163718,1524,310,True,False,False,True,pass
AT5G42050,AT5G42050.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,4.0,1.11676024221914,1784,349,True,False,False,True,pass
AT1G12800,AT1G12800.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,13.0,1.1164736813559748,2756,767,True,False,False,True,pass
AT3G11200,AT3G11200.1,1,HS,canonical_fallback,,protein_coding,5.0,1.116468152144357,1372,246,True,False,False,True,pass
AT4G26555,AT4G26555.1,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,8.0,1.1160673293792718,886,207,True,False,False,True,pass
AT5G16440,AT5G16440.1,1,NS,canonical_fallback,,protein_coding,6.0,1.115964271785675,1248,291,True,False,False,True,pass
AT5G05610,AT5G05610.1,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,5.0,1.1159262055848689,1333,241,True,False,False,True,pass
AT5G13550,AT5G13550.1,1,HS,canonical_fallback,,protein_coding,15.0,1.1158624695378092,2396,685,True,False,False,True,pass
AT1G19570,AT1G19570.1,1,both,canonical_fallback,,protein_coding,3.0,1.1148368443016698,912,213,True,False,False,True,pass
AT5G19510,AT5G19510.1,1,HS,canonical_fallback,,protein_coding,6.0,1.1144394710647778,982,224,True,False,False,True,pass
AT1G12920,AT1G12920.1,1,HS,canonical_fallback,,protein_coding,2.0,1.114333046782961,1656,434,True,False,False,True,pass
AT3G23570,AT3G23570.2,1,NS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,8.0,1.1137508326099734,1292,239,True,False,False,True,pass
AT1G69370,AT1G69370.1,1,HS,canonical_fallback,,protein_coding,6.0,1.1135758246592384,1261,316,True,False,False,True,pass
AT5G61760,AT5G61760.2,1,HS,canonical_fallback,,protein_coding,2.0,1.113575321845226,1488,300,True,False,False,True,pass
AT3G56460,AT3G56460.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,5.0,1.11214603740688,1400,348,True,False,False,True,pass
AT1G11580,AT1G11580.2,1,HS,canonical_fallback,,protein_coding,3.0,1.1117090679477102,1969,578,True,False,False,True,pass
AT5G65430,AT5G65430.3,1,HS,canonical_fallback,,protein_coding,3.0,1.1106825086604313,1252,260,True,False,False,True,pass
AT5G36210,AT5G36210.1,1,HS,canonical_fallback,,protein_coding,18.0,1.1102186899354587,3078,730,True,False,False,True,pass
AT3G18280,AT3G18280.2,1,NS,canonical_fallback,,protein_coding,1.0,1.1100936929685454,698,120,True,False,False,True,pass
AT1G19920,AT1G19920.1,1,HS,canonical_fallback,,protein_coding,5.0,1.1098392119768816,1914,476,True,False,False,True,pass
AT1G79470,AT1G79470.1,1,NS,canonical_fallback,,protein_coding,6.0,1.109667120423754,1979,503,True,False,False,True,pass
AT2G20550,AT2G20550.2,1,HS,canonical_fallback,,protein_coding,2.0,1.107746780948482,1302,284,True,False,False,True,pass
AT5G36170,AT5G36170.1,1,HS,rmats_A3SS_overlap_4candidates,A3SS,protein_coding,7.0,1.106637590003051,1717,456,True,False,False,True,pass
AT2G31725,AT2G31725.1,1,NS,canonical_fallback,,protein_coding,3.0,1.1062645563303393,776,149,True,False,False,True,pass
AT1G45474,AT1G45474.2,1,HS,canonical_fallback,,protein_coding,6.0,1.105974838099922,980,256,True,False,False,True,pass
AT3G02660,AT3G02660.2,1,HS,canonical_fallback,,protein_coding,2.0,1.105885215796765,1902,511,True,False,False,True,pass
AT5G03520,AT5G03520.1,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,8.0,1.1057088301230051,1312,216,True,False,False,True,pass
AT2G04880,AT2G04880.1,1,HS,rmats_RI_overlap,RI,protein_coding,4.0,1.1053156873546803,2028,487,True,False,False,True,pass
AT4G11790,AT4G11790.1,1,HS,canonical_fallback,,protein_coding,9.0,1.1050361817458487,1759,443,True,False,False,True,pass
AT2G17870,AT2G17870.1,1,HS,canonical_fallback,,protein_coding,1.0,1.1050116038130189,1749,301,True,False,False,True,pass
AT4G15560,AT4G15560.1,1,HS,canonical_fallback,,protein_coding,9.0,1.104160111300486,2960,717,True,False,False,True,pass
AT2G42690,AT2G42690.1,1,both,canonical_fallback,,protein_coding,2.0,1.1041354405254964,1389,412,True,False,False,True,pass
AT3G06110,AT3G06110.2,1,both,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,4.0,1.1038068136086323,1035,167,True,False,False,True,pass
AT5G27120,AT5G27120.1,1,NS,canonical_fallback,,protein_coding,9.0,1.1037670784500244,2114,533,True,False,False,True,pass
AT4G30310,AT4G30310.2,1,HS,rmats_A3SS_overlap_4candidates,A3SS,protein_coding,15.0,1.103766909784185,2043,579,True,False,False,True,pass
AT5G54110,AT5G54110.2,1,HS,rmats_RI_overlap,RI,protein_coding,6.0,1.103359965796583,1918,187,True,False,False,True,pass
AT2G05990,AT2G05990.1,1,HS,canonical_fallback,,protein_coding,12.0,1.1028606771711802,1700,390,True,False,False,True,pass
AT2G17700,AT2G17700.1,1,HS,canonical_fallback,,protein_coding,15.0,1.102800331498386,2232,546,True,False,False,True,pass
AT1G19220,AT1G19220.1,1,HS,canonical_fallback,,protein_coding,12.0,1.1012312873131116,4327,1086,True,False,False,True,pass
AT3G05270,AT3G05270.3,1,HS,rmats_RI_overlap,RI,protein_coding,4.0,1.100943308253407,2838,615,True,False,False,True,pass
AT1G64400,AT1G64400.1,1,HS,canonical_fallback,,protein_coding,17.0,1.1009264048244305,2384,665,True,False,False,True,pass
AT2G36880,AT2G36880.1,1,HS,canonical_fallback,,protein_coding,2.0,1.1008624192307308,1772,390,True,False,False,True,pass
AT3G13060,AT3G13060.1,1,HS,rmats_RI_overlap,RI,protein_coding,7.0,1.0999208470424795,2584,551,True,False,False,True,pass
AT4G21320,AT4G21320.1,1,NS,rmats_A5SS_overlap,A5SS,protein_coding,5.0,1.0986240351222625,1334,286,True,False,False,True,pass
AT3G28860,AT3G28860.1,1,HS,canonical_fallback,,protein_coding,10.0,1.0982274759466952,4333,1252,True,False,False,True,pass
AT5G11490,AT5G11490.2,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,12.0,1.0980258365768774,2918,850,True,False,False,True,pass
AT4G12730,AT4G12730.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0978498466669235,1854,403,True,False,False,True,pass
AT2G41020,AT2G41020.2,1,HS,rmats_RI_overlap,RI,protein_coding,11.0,1.097220199796667,2095,382,True,False,False,True,pass
AT1G62380,AT1G62380.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,4.0,1.096297015046103,1452,320,True,False,False,True,pass
AT5G64610,AT5G64610.1,1,both,canonical_fallback,,protein_coding,9.0,1.0961859106004157,1677,445,True,False,False,True,pass
AT2G32520,AT2G32520.2,1,NS,canonical_fallback,,protein_coding,5.0,1.0958377915890738,1522,317,True,False,False,True,pass
AT2G39080,AT2G39080.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,9.0,1.0952408220151806,1386,351,True,False,False,True,pass
AT3G49990,AT3G49990.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0949929632345132,1925,502,True,False,False,True,pass
AT2G35810,AT2G35810.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0947758814131654,1019,199,True,False,False,True,pass
AT2G45140,AT2G45140.1,1,HS,rmats_SE_overlap,SE,protein_coding,8.0,1.0937775277550832,1274,239,True,False,False,True,pass
AT2G29560,AT2G29560.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,13.0,1.0935818096652308,1993,475,True,False,False,True,pass
AT1G08380,AT1G08380.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,3.0,1.0935699070956268,819,140,True,False,False,True,pass
AT5G54270,AT5G54270.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0932071642214998,1242,265,True,False,False,True,pass
AT5G64220,AT5G64220.2,1,HS,canonical_fallback,,protein_coding,13.0,1.0928727887853509,3830,1050,True,False,False,True,pass
AT2G19520,AT2G19520.1,1,HS,canonical_fallback,,protein_coding,15.0,1.0921900509180478,2181,507,True,False,False,True,pass
AT3G05180,AT3G05180.1,1,HS,canonical_fallback,,protein_coding,5.0,1.090219181464447,1436,379,True,False,False,True,pass
AT5G48880,AT5G48880.2,1,NS,rmats_SE_overlap_3candidates,SE,protein_coding,14.0,1.087717451017491,2489,457,True,False,False,True,pass
AT4G03400,AT4G03400.1,1,HS,canonical_fallback,,protein_coding,6.0,1.087164861260306,3518,591,True,False,False,True,pass
AT3G59840,AT3G59840.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0857219886510308,721,97,True,False,False,True,pass
AT4G26870,AT4G26870.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,9.0,1.0851760612376729,1940,532,True,False,False,True,pass
AT3G62310,AT3G62310.2,1,HS,rmats_RI_overlap,RI,protein_coding,3.0,1.0846533644969842,2106,573,True,False,False,True,pass
AT1G65540,AT1G65540.3,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,14.0,1.08404554445244,2918,736,True,False,False,True,pass
AT5G42950,AT5G42950.1,1,HS,canonical_fallback,,protein_coding,10.0,1.0835652118038006,5651,1714,True,False,False,True,pass
AT1G05805,AT1G05805.1,1,HS,canonical_fallback,,protein_coding,6.0,1.083008563246101,1795,362,True,False,False,True,pass
AT1G15290,AT1G15290.1,1,HS,canonical_fallback,,protein_coding,21.0,1.0829185495613665,5534,1608,True,False,False,True,pass
AT3G15260,AT3G15260.1,1,NS,canonical_fallback,,protein_coding,5.0,1.0822247514327523,1627,289,True,False,False,True,pass
AT3G47620,AT3G47620.1,1,NS,canonical_fallback,,protein_coding,1.0,1.0816632686077967,2467,489,True,False,False,True,pass
AT1G06210,AT1G06210.1,1,NS,canonical_fallback,,protein_coding,4.0,1.0816341543686951,1584,383,True,False,False,True,pass
AT3G55330,AT3G55330.1,1,HS,rmats_A5SS_overlap,A5SS,protein_coding,7.0,1.081126391248999,1102,230,True,False,False,True,pass
AT3G04760,AT3G04760.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0789908927632532,2532,602,True,False,False,True,pass
AT2G33120,AT2G33120.2,1,HS,canonical_fallback,,protein_coding,5.0,1.07867323533038,1222,229,True,False,False,True,pass
AT2G20610,AT2G20610.1,1,NS,canonical_fallback,,protein_coding,7.0,1.07717321717542,1794,462,True,False,False,True,pass
AT2G28390,AT2G28390.1,1,HS,canonical_fallback,,protein_coding,14.0,1.076774225702505,2372,607,True,False,False,True,pass
AT5G22330,AT5G22330.1,1,HS,canonical_fallback,,protein_coding,12.0,1.0764637086186737,1816,458,True,False,False,True,pass
AT2G41090,AT2G41090.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0757598174667928,1433,191,True,False,False,True,pass
AT4G24780,AT4G24780.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0754663252935532,1848,408,True,False,False,True,pass
AT3G18190,AT3G18190.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0736132847151392,2076,536,True,False,False,True,pass
AT3G20810,AT3G20810.5,1,NS,rmats_RI_overlap,RI,protein_coding,5.0,1.0735114429480008,1957,335,True,False,False,True,pass
AT5G12150,AT5G12150.1,1,HS,canonical_fallback,,protein_coding,22.0,1.072738124444665,3111,827,True,False,False,True,pass
AT4G02530,AT4G02530.2,1,NS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,4.0,1.0722565746367192,998,266,True,False,False,True,pass
AT4G14440,AT4G14440.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0718727931013778,1345,238,True,False,False,True,pass
AT4G13460,AT4G13460.2,1,HS,canonical_fallback,,protein_coding,2.0,1.07150615528801,2763,650,True,False,False,True,pass
AT4G24510,AT4G24510.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0714304167809283,1627,421,True,False,False,True,pass
AT1G25220,AT1G25220.2,1,NS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,8.0,1.0710994000678973,1536,289,True,False,False,True,pass
AT2G45300,AT2G45300.2,1,NS,rmats_RI_overlap_2candidates,RI,protein_coding,9.0,1.0700537769405232,3456,520,True,False,False,True,pass
AT1G50430,AT1G50430.1,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,13.0,1.0699471305115396,1639,432,True,False,False,True,pass
AT4G15545,AT4G15545.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,8.0,1.06972635503784,1522,337,True,False,False,True,pass
AT5G37475,AT5G37475.2,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,7.0,1.0685831806905572,1662,225,True,False,False,True,pass
AT5G47010,AT5G47010.1,1,HS,rmats_A5SS_overlap,A5SS,protein_coding,29.0,1.0684762881714602,4547,1254,True,False,False,True,pass
AT2G30620,AT2G30620.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0677123115433946,1666,273,True,False,False,True,pass
